Helyrajziszam,Telepules,Tombazonosito,Qt_vil_cs,Qt_vil_real_cs,Qt_el_real_cs,Qt_el_cs_real_cs,Qt_ga_real_cs,Qt_ol_real_cs,Qt_sz_real_cs,Qt_bm_real_cs,Qt_th_real_cs,Dt,Qt_el_real,Qt_el_cs_real,Qt_ga_real,Qt_ol_real,Qt_sz_real,Qt_bm_real,Qt_th_real,Qt_vil,Qt_vil_real,deltaQt,TFCO2_t,TFCO2_t_cs,Dt_cs,Tt_t,Tt_e,adat_t,Et_vil_e_cs,Et_vil_t_cs,Et_vil_real_e_cs,Et_vil_real_t_cs,Et_vil_e,Et_vil_t,Et_vil_real_e,Et_vil_real_t,deltaEt_e,deltaEt_t,deltaTFCO2_t,pott
HUN_Szarvaskő_209,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1087.165,,,,,,,,,,,,,,
HUN_Szarvaskő_21,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,821.5700001,,,,,,,,,,,,,,
HUN_Szarvaskő_210,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1168.4,,,,,,,,,,,,,,
HUN_Szarvaskő_211,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1210.67,,,,,,,,,,,,,,
HUN_Szarvaskő_212,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1144.11,,,,,,,,,,,,,,
HUN_Szarvaskő_213,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1080.6,,,,,,,,,,,,,,
HUN_Szarvaskő_214,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,925.4999999,,,,,,,,,,,,,,
HUN_Szarvaskő_215,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1168.71,,,,,,,,,,,,,,
HUN_Szarvaskő_216/1,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,639.81,,,,,,,,,,,,,,
HUN_Szarvaskő_216/2,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,657.85,,,,,,,,,,,,,,
HUN_Szarvaskő_217,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,681.64,,,,,,,,,,,,,,
HUN_Szarvaskő_218,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1388.06,,,,,,,,,,,,,,
HUN_Szarvaskő_219,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,640.385,,,,,,,,,,,,,,
HUN_Szarvaskő_22,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,587.975,,,,,,,,,,,,,,
HUN_Szarvaskő_220,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1072.71,,,,,,,,,,,,,,
HUN_Szarvaskő_221,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1144.45,,,,,,,,,,,,,,
HUN_Szarvaskő_222,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1141.78,,,,,,,,,,,,,,
HUN_Szarvaskő_223,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1104.7,,,,,,,,,,,,,,
HUN_Szarvaskő_224,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1083.93,,,,,,,,,,,,,,
HUN_Szarvaskő_225/1,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1153.465,,,,,,,,,,,,,,
HUN_Szarvaskő_225/2,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1098.65,,,,,,,,,,,,,,
HUN_Szarvaskő_226,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,526.4899999,,,,,,,,,,,,,,
HUN_Szarvaskő_227,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,544.67,,,,,,,,,,,,,,
HUN_Szarvaskő_228,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1028.91,,,,,,,,,,,,,,
HUN_Szarvaskő_229,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1050.25,,,,,,,,,,,,,,
HUN_Szarvaskő_23,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,571.025,,,,,,,,,,,,,,
HUN_Szarvaskő_230,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1063.07,,,,,,,,,,,,,,
HUN_Szarvaskő_231,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1169.6,,,,,,,,,,,,,,
HUN_Szarvaskő_232,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4025.535,,,,,,,,,,,,,,
HUN_Szarvaskő_233/1,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,812.8350799,,,,,,,,,,,,,,
HUN_Szarvaskő_234,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,1552.09984,,,,,,,,,,,,,,
HUN_Szarvaskő_235,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,1261.6501,,,,,,,,,,,,,,
HUN_Szarvaskő_236/1,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,2158.719624,,,,,,,,,,,,,,
HUN_Szarvaskő_236/2,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,2263.24977,,,,,,,,,,,,,,
HUN_Szarvaskő_237,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,1074.035,,,,,,,,,,,,,,
HUN_Szarvaskő_238/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,183.595,,,,,,,,,,,,,,
HUN_Szarvaskő_238/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,287.445,,,,,,,,,,,,,,
HUN_Szarvaskő_239,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1085.65,,,,,,,,,,,,,,
HUN_Szarvaskő_24,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,1092.515,,,,,,,,,,,,,,
HUN_Szarvaskő_240,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1077.035,,,,,,,,,,,,,,
HUN_Szarvaskő_241,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1134.205,,,,,,,,,,,,,,
HUN_Szarvaskő_242,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1022.26,,,,,,,,,,,,,,
HUN_Szarvaskő_243,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,997.965,,,,,,,,,,,,,,
HUN_Szarvaskő_244,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1148.805,,,,,,,,,,,,,,
HUN_Szarvaskő_245,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1075.625,,,,,,,,,,,,,,
HUN_Szarvaskő_246,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,782.6,,,,,,,,,,,,,,
HUN_Szarvaskő_247,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,979.1050001,,,,,,,,,,,,,,
HUN_Szarvaskő_248,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1278.12,,,,,,,,,,,,,,
HUN_Szarvaskő_249,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,1201.18,,,,,,,,,,,,,,
HUN_Szarvaskő_25,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,683.575,,,,,,,,,,,,,,
HUN_Szarvaskő_250,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,939.1299999,,,,,,,,,,,,,,
HUN_Szarvaskő_251,Szarvaskő,Szarvaskő_023,,,,,,,,,,,,,,,,,,,,,,,,798.615,,,,,,,,,,,,,,
HUN_Szarvaskő_252,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,836.4649639,,,,,,,,,,,,,,
HUN_Szarvaskő_253,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,1110.71452,,,,,,,,,,,,,,
HUN_Szarvaskő_254,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,15027.41189,,,,,,,,,,,,,,
HUN_Szarvaskő_268,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2095.134942,,,,,,,,,,,,,,
HUN_Szarvaskő_270,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,1013.63,,,,,,,,,,,,,,
HUN_Szarvaskő_271,Szarvaskő,Szarvaskő_022,,,,,,,,,,,,,,,,,,,,,,,,880.6950001,,,,,,,,,,,,,,
HUN_Szarvaskő_272,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,218.8,,,,,,,,,,,,,,
HUN_Szarvaskő_273,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,958.1249999,,,,,,,,,,,,,,
HUN_Szarvaskő_274,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,1078.19,,,,,,,,,,,,,,
HUN_Szarvaskő_275,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,1076.325,,,,,,,,,,,,,,
HUN_Szarvaskő_276,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,1053.89,,,,,,,,,,,,,,
HUN_Szarvaskő_277,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,1036.09,,,,,,,,,,,,,,
HUN_Szarvaskő_278,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,960.4,,,,,,,,,,,,,,
HUN_Szarvaskő_279,Szarvaskő,Szarvaskő_024,,,,,,,,,,,,,,,,,,,,,,,,948.6449999,,,,,,,,,,,,,,
HUN_Szarvaskő_280,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1929.560008,,,,,,,,,,,,,,
HUN_Szarvaskő_29,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3094.479995,,,,,,,,,,,,,,
HUN_Szarvaskő_30,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1003.405,,,,,,,,,,,,,,
HUN_Szarvaskő_31,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,931.8150001,,,,,,,,,,,,,,
HUN_Szarvaskő_32,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,972.255,,,,,,,,,,,,,,
HUN_Szarvaskő_36,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,650.465,,,,,,,,,,,,,,
HUN_Szarvaskő_39,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1037.365,,,,,,,,,,,,,,
HUN_Szarvaskő_45,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1043.085,,,,,,,,,,,,,,
HUN_Szarvaskő_46,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1075.18,,,,,,,,,,,,,,
HUN_Szarvaskő_47,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1048.625,,,,,,,,,,,,,,
HUN_Szarvaskő_48,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,810.37,,,,,,,,,,,,,,
HUN_Szarvaskő_49,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,773.005,,,,,,,,,,,,,,
HUN_Szarvaskő_50,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,117.19,,,,,,,,,,,,,,
HUN_Szarvaskő_51/1,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,1676.762661,,,,,,,,,,,,,,
HUN_Szarvaskő_52,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,391.8245923,,,,,,,,,,,,,,
HUN_Szarvaskő_52,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,2864.425466,,,,,,,,,,,,,,
HUN_Szarvaskő_56,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,392.55,,,,,,,,,,,,,,
HUN_Szarvaskő_57/1,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,46.095,,,,,,,,,,,,,,
HUN_Szarvaskő_57/2,Szarvaskő,Szarvaskő_009,,,,,,,,,,,,,,,,,,,,,,,,230.6125,,,,,,,,,,,,,,
HUN_Szarvaskő_58,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1076.67489,,,,,,,,,,,,,,
HUN_Szarvaskő_59,Szarvaskő,Szarvaskő_010,,,,,,,,,,,,,,,,,,,,,,,,477.95,,,,,,,,,,,,,,
HUN_Szarvaskő_6,Szarvaskő,Szarvaskő_007,,,,,,,,,,,,,,,,,,,,,,,,630.6300001,,,,,,,,,,,,,,
HUN_Szarvaskő_60,Szarvaskő,Szarvaskő_010,,,,,,,,,,,,,,,,,,,,,,,,468.155,,,,,,,,,,,,,,
HUN_Szarvaskő_61,Szarvaskő,Szarvaskő_010,,,,,,,,,,,,,,,,,,,,,,,,420.57,,,,,,,,,,,,,,
HUN_Szarvaskő_62,Szarvaskő,Szarvaskő_010,,,,,,,,,,,,,,,,,,,,,,,,311.04,,,,,,,,,,,,,,
HUN_Szarvaskő_63,Szarvaskő,Szarvaskő_010,,,,,,,,,,,,,,,,,,,,,,,,843.3702449,,,,,,,,,,,,,,
HUN_Szarvaskő_65,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1549.964872,,,,,,,,,,,,,,
HUN_Szarvaskő_66,Szarvaskő,Szarvaskő_013,,,,,,,,,,,,,,,,,,,,,,,,156.865,,,,,,,,,,,,,,
HUN_Szarvaskő_67,Szarvaskő,Szarvaskő_013,,,,,,,,,,,,,,,,,,,,,,,,212.56,,,,,,,,,,,,,,
HUN_Szarvaskő_68,Szarvaskő,Szarvaskő_013,,,,,,,,,,,,,,,,,,,,,,,,164.895,,,,,,,,,,,,,,
HUN_Szarvaskő_69/1,Szarvaskő,Szarvaskő_013,,,,,,,,,,,,,,,,,,,,,,,,2422.2195,,,,,,,,,,,,,,
HUN_Szarvaskő_69/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1951.320711,,,,,,,,,,,,,,
HUN_Szarvaskő_69/2,Szarvaskő,Szarvaskő_013,,,,,,,,,,,,,,,,,,,,,,,,28.42,,,,,,,,,,,,,,
HUN_Szarvaskő_70,Szarvaskő,Szarvaskő_012,,,,,,,,,,,,,,,,,,,,,,,,344.965,,,,,,,,,,,,,,
HUN_Szarvaskő_71,Szarvaskő,Szarvaskő_012,,,,,,,,,,,,,,,,,,,,,,,,302.435,,,,,,,,,,,,,,
HUN_Szarvaskő_72,Szarvaskő,Szarvaskő_012,,,,,,,,,,,,,,,,,,,,,,,,481.705,,,,,,,,,,,,,,
HUN_Szarvaskő_73,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,842.129879,,,,,,,,,,,,,,
HUN_Szarvaskő_74,Szarvaskő,Szarvaskő_014,,,,,,,,,,,,,,,,,,,,,,,,129.255,,,,,,,,,,,,,,
HUN_Szarvaskő_75,Szarvaskő,Szarvaskő_014,,,,,,,,,,,,,,,,,,,,,,,,136.26,,,,,,,,,,,,,,
HUN_Szarvaskő_77/1,Szarvaskő,Szarvaskő_014,,,,,,,,,,,,,,,,,,,,,,,,544.885,,,,,,,,,,,,,,
HUN_Szarvaskő_77/2,Szarvaskő,Szarvaskő_014,,,,,,,,,,,,,,,,,,,,,,,,430.465,,,,,,,,,,,,,,
HUN_Szarvaskő_80,Szarvaskő,Szarvaskő_014,,,,,,,,,,,,,,,,,,,,,,,,384.97,,,,,,,,,,,,,,
HUN_Szarvaskő_81,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2450.059898,,,,,,,,,,,,,,
HUN_Szarvaskő_82,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,146.455,,,,,,,,,,,,,,
HUN_Szarvaskő_83,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,58.81999998,,,,,,,,,,,,,,
HUN_Szarvaskő_84,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,,,,,,,
HUN_Szarvaskő_85,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,137.395,,,,,,,,,,,,,,
HUN_Szarvaskő_86,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,1064.415415,,,,,,,,,,,,,,
HUN_Szarvaskő_87,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,629.14,,,,,,,,,,,,,,
HUN_Szarvaskő_88,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,804.255,,,,,,,,,,,,,,
HUN_Szarvaskő_89,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,461.95,,,,,,,,,,,,,,
HUN_Szarvaskő_90,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,453.895,,,,,,,,,,,,,,
HUN_Szarvaskő_91,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,655.3850001,,,,,,,,,,,,,,
HUN_Szarvaskő_92,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,576.52,,,,,,,,,,,,,,
HUN_Szarvaskő_93,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,1376.655,,,,,,,,,,,,,,
HUN_Szarvaskő_94,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,1399.345,,,,,,,,,,,,,,
HUN_Szarvaskő_95,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,1175.64,,,,,,,,,,,,,,
HUN_Szarvaskő_96,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,889.77,,,,,,,,,,,,,,
HUN_Szarvaskő_97,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,721.2350001,,,,,,,,,,,,,,
HUN_Szarvaskő_98,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,759.505,,,,,,,,,,,,,,
HUN_Szarvaskő_99,Szarvaskő,Szarvaskő_015,,,,,,,,,,,,,,,,,,,,,,,,700.605,,,,,,,,,,,,,,
HUN_Szarvaskő_0109,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,31333.495,,,,,,,,,,,,,,
HUN_Szarvaskő_0117,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,9998.345,,,,,,,,,,,,,,
HUN_Szarvaskő_0118,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,745.855,,,,,,,,,,,,,,
HUN_Szarvaskő_0119,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,686.4899999,,,,,,,,,,,,,,
HUN_Szarvaskő_0120,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2850.19,,,,,,,,,,,,,,
HUN_Szarvaskő_015,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,392.7700002,,,,,,,,,,,,,,
HUN_Szarvaskő_016/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1072.74,,,,,,,,,,,,,,
HUN_Szarvaskő_016/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1171.555,,,,,,,,,,,,,,
HUN_Szarvaskő_016/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1962.465,,,,,,,,,,,,,,
HUN_Szarvaskő_016/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4871.115,,,,,,,,,,,,,,
HUN_Szarvaskő_017,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,56718.055,,,,,,,,,,,,,,
HUN_Szarvaskő_018/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2065.768535,,,,,,,,,,,,,,
HUN_Szarvaskő_018/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3762.710785,,,,,,,,,,,,,,
HUN_Szarvaskő_018/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7191.72577,,,,,,,,,,,,,,
HUN_Szarvaskő_018/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,378719.7247,,,,,,,,,,,,,,
HUN_Szarvaskő_019/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,44713.37146,,,,,,,,,,,,,,
HUN_Szarvaskő_019/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,21168.47177,,,,,,,,,,,,,,
HUN_Szarvaskő_019/c,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,13452.49,,,,,,,,,,,,,,
HUN_Szarvaskő_020,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,9631.788815,,,,,,,,,,,,,,
HUN_Szarvaskő_021,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,116007.2948,,,,,,,,,,,,,,
HUN_Szarvaskő_022,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,111009.985,,,,,,,,,,,,,,
HUN_Szarvaskő_027/10,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1479.565,,,,,,,,,,,,,,
HUN_Szarvaskő_027/11,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1567.9,,,,,,,,,,,,,,
HUN_Szarvaskő_027/13,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1761.425,,,,,,,,,,,,,,
HUN_Szarvaskő_027/14,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1486.795,,,,,,,,,,,,,,
HUN_Szarvaskő_027/15,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,30737.11037,,,,,,,,,,,,,,
HUN_Szarvaskő_027/16/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,684033.1993,,,,,,,,,,,,,,
HUN_Szarvaskő_027/16/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,29881.64,,,,,,,,,,,,,,
HUN_Szarvaskő_027/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,716.431485,,,,,,,,,,,,,,
HUN_Szarvaskő_027/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,174.36,,,,,,,,,,,,,,
HUN_Szarvaskő_027/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5150.76,,,,,,,,,,,,,,
HUN_Szarvaskő_027/9,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2151.295,,,,,,,,,,,,,,
HUN_Szarvaskő_028,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,38816.28978,,,,,,,,,,,,,,
HUN_Szarvaskő_029,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,28712.225,,,,,,,,,,,,,,
HUN_Szarvaskő_03,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,51.06500003,,,,,,,,,,,,,,
HUN_Szarvaskő_030/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,8502.865105,,,,,,,,,,,,,,
HUN_Szarvaskő_030/10,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2263.63,,,,,,,,,,,,,,
HUN_Szarvaskő_030/11,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4864.305,,,,,,,,,,,,,,
HUN_Szarvaskő_030/12,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7763.705,,,,,,,,,,,,,,
HUN_Szarvaskő_030/13,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,8333.85,,,,,,,,,,,,,,
HUN_Szarvaskő_030/14,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,12897.89,,,,,,,,,,,,,,
HUN_Szarvaskő_030/15,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1500.040001,,,,,,,,,,,,,,
HUN_Szarvaskő_030/16,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,15904.775,,,,,,,,,,,,,,
HUN_Szarvaskő_030/17,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2425.365,,,,,,,,,,,,,,
HUN_Szarvaskő_030/18,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14914.855,,,,,,,,,,,,,,
HUN_Szarvaskő_030/19,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,8613.36,,,,,,,,,,,,,,
HUN_Szarvaskő_030/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5576.005,,,,,,,,,,,,,,
HUN_Szarvaskő_030/20,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,15476.215,,,,,,,,,,,,,,
HUN_Szarvaskő_030/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,19635.635,,,,,,,,,,,,,,
HUN_Szarvaskő_030/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2049.615,,,,,,,,,,,,,,
